Country Name,Country Code,year,health_expenditure_pct_gdp,gdp_per_capita,life_expectancy
Ukraine,UKR,2019,7.09175062,3619.86157226563,68.0
Ukraine,UKR,2019,7.09175062,3619.86157226563,77.81
United Arab Emirates,ARE,2000,2.39504457,29865.502347066,72.2
United Arab Emirates,ARE,2000,2.39504457,29865.502347066,75.06
United Arab Emirates,ARE,2019,4.40291262,45938.6073581994,75.1
United Arab Emirates,ARE,2019,4.40291262,45938.6073581994,78.42
United Kingdom,GBR,2000,7.15692902,28383.8761094996,75.49
United Kingdom,GBR,2000,7.15692902,28383.8761094996,80.09
United Kingdom,GBR,2019,9.95388126,43158.7411267323,79.79
United Kingdom,GBR,2019,9.95388126,43158.7411267323,82.99
Uruguay,URY,2000,9.17182446,6987.70098766257,70.82
Uruguay,URY,2000,9.17182446,6987.70098766257,78.8
Uruguay,URY,2019,9.24069118,18315.7316980028,73.48
Uruguay,URY,2019,9.24069118,18315.7316980028,80.56
Uzbekistan,UZB,2000,5.13293362,555.149231099186,62.4
Uzbekistan,UZB,2000,5.13293362,555.149231099186,68.23
Uzbekistan,UZB,2019,5.39747763,2041.38480729431,70.76
Uzbekistan,UZB,2019,5.39747763,2041.38480729431,75.21
Vanuatu,VUT,2000,3.30683255,1460.23817692229,61.35
Vanuatu,VUT,2000,3.30683255,1460.23817692229,66.94
Vanuatu,VUT,2019,3.49615431,3207.44650452083,62.66
Vanuatu,VUT,2019,3.49615431,3207.44650452083,68.32
Viet Nam,VNM,2000,4.10752726,404.029784055118,67.33
Viet Nam,VNM,2000,4.10752726,404.029784055118,75.61
Viet Nam,VNM,2019,4.97407484,3440.90025375434,69.56
Viet Nam,VNM,2019,4.97407484,3440.90025375434,78.11
Zambia,ZMB,2000,4.17365646,359.429500988221,43.69
Zambia,ZMB,2000,4.17365646,359.429500988221,45.24
Zambia,ZMB,2019,6.75330257,1258.98619844462,59.54
Zambia,ZMB,2019,6.75330257,1258.98619844462,65.37
Zimbabwe,ZWE,2000,,562.833757496076,45.15
Zimbabwe,ZWE,2000,,562.833757496076,48.12
Zimbabwe,ZWE,2019,3.23267817,2184.32923855469,57.51
Zimbabwe,ZWE,2019,3.23267817,2184.32923855469,63.61
